trader,n_observations,n_valid_returns,date_span_days,activity_rate,avg_equity,final_pnl,max_gap_days,median_gap_days,total_return,ann_return,sharpe,sortino,calmar,win_rate,profit_factor,max_drawdown,volatility,daily_vol,var_5pct,cvar_5pct,tail_ratio,worst_day,best_day,return_autocorr,skewness,kurtosis,sharpe_stability
0x9c2a2a966ed8e47f0c8b7e2ec2b91424f229f6a8,173,172,178,0.9664804469273743,812573.4190772485,1408435.72404,7,1.0,1.3698084164827273,4.866413211598994,2.5006658226874814,3.8983760099085587,9.447958992146477,0.5406976744186046,1.6154683904033584,-0.5150756068738394,2.1004987980755003,0.10994513202847077,-0.129379373996256,-0.20732150286065376,1.590782744192151,-0.44038483635452097,0.7952443380867029,-0.2386470077273014,2.0762322265432918,16.55617642486335,0.18538347237438324
0x9c2b07dd951edae10fbf58bb98a1448cde417f58,63,62,156,0.4012738853503185,1794.6922011904758,506.843012,92,1.0,0.055991217368432024,0.13594956553083182,2.6882493579506224,10.0,2.7797150620074738,0.03225806451612903,10.0,-0.04890773424548444,0.26881682831667847,0.01407051587357759,0.0,0.0,5.0,0.0,0.1102931391526968,0.09585501890836079,7.731427373343512,60.36901264222906,0.0409089972352324
0x9c34cce44c96121b51c7eb4f023d0a2871f23544,10,9,9,1.0,3221.1377061,508.287957,1,1.0,1.0572880326457674,5079919432301.582,6.368324391514266,10.0,0.0,0.1111111111111111,10.0,0.0,6.733153167154174,0.35242934421525585,0.0,0.0,1.0,0.0,1.0572880326457674,0.0,0.0,0.0,10.0
0x9c67af22ca1faca1460fb80931659e35ff508b4a,2,1,113,0.017543859649122806,2021.719781,20.849781,113,113.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
0x9c699b83ddf6cac6219ad4fc52539c0f2b4d948e,179,178,178,1.0,18246.686254698325,18378.903202,1,1.0,-0.19974717477950657,-0.3667700812077255,1.0609506342270116,2.148680448841128,-1.1321740099807118,0.4550561797752809,1.5322430924474524,-0.32395204091813934,1.240435360540579,0.06492735421337559,-0.05533385789776896,-0.07967330489556325,0.5696884082474689,-0.1719741256277705,0.8009933643250744,-0.09653472557431297,10.404988929411958,130.3181228676535,0.18892392451759235
0x9c776b5f399da11a3e47c3d436d89a9ba526cedd,2,1,113,0.017543859649122806,10000.327654,0.327654,113,113.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
0x9c9e1e712a0cf7147ab8472e2d8948f89e94bec8,2,1,1,1.0,15896.204341,1226.961193,1,1.0,0.08032180086884243,1765615710986.068,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08032180086884243,0.08032180086884243,0.0,0.0,0.0,10.0
0x9ca3331d02c0c3c545e83a55d4f7ac5e2a4279d7,160,154,168,0.9467455621301775,1145.7934843375,-34173.333126,6,1.0,0.0,0.0,-1.099224135280579,-1.2081578655237721,0.0,0.38311688311688313,0.81634135255627,-0.8124668940660413,5.876794176128663,0.3076054659924588,-0.5112049238616637,-0.9015836635305663,0.7999342285338779,-0.99,1.328434659715264,0.2034411093357308,-0.2737948147072104,5.348137545492448,0.2042747694917537
0x9cdb7121f89e8135aeaf5e2bc8006233fe23f426,63,62,172,0.36416184971098264,3260.488594857142,483.589468,111,1.0,0.6691653179115008,1.9659533997733272,2.4283134043282852,10.0,0.0,0.03225806451612903,10.0,0.0,1.6235977271272337,0.08498298910414921,0.0,0.0,5.0,0.0,0.6691653179115008,-0.016680266865941012,7.874000011442552,61.99991607640767,0.029697475478032996
0x9cde2b9d159036d49a9cb98d0560efc928c139d0,179,178,178,1.0,14122.177404128492,41281.286638,1,1.0,0.5363571101354534,1.4122023092864517,1.2379929105490488,2.3467999888347575,2.2075812635338083,0.5056179775280899,1.2100360708820181,-0.6397056962813021,3.4187016617080532,0.17894302339369111,-0.2431915618072494,-0.3152679110937367,1.0966373387311479,-0.4085943486825636,1.1049061977046655,-0.024485332391604355,1.5373485422313211,7.7297965628161425,0.16369243025309066
0x9d49a255c80b23dae332f3481a2c1f1e6a11773d,47,46,156,0.29936305732484075,160531.89147000003,114041.91147,111,1.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
0x9da36097dce082a6e96223f61d1db2977de8853b,13,12,12,1.0,909.2094818461538,467.838594,1,1.0,1084.3447653190667,2.1470954945065715e+92,5.515130702591434,10.0,0.0,0.08333333333333333,10.0,0.0,55.151307025914306,2.886751345948128,0.0,0.0,5.0,0.0,10.0,-0.10000000000000003,3.464101615137756,12.000000000000005,10.0
0x9da99bb7950b89ebb1d882bbb735f91b62f293f0,165,164,164,1.0,28731.66057562424,57804.102637,1,1.0,6.216923912744502,80.34987072613715,2.5253938636448767,2.983345019817885,150.72185585728448,0.7621951219512195,1.947468736392072,-0.5331003275478431,2.0306201832631596,0.10628751816144617,-0.08699358313661339,-0.2035300497822311,1.099217857561932,-0.316356960904379,1.0413952993289193,-0.17459395585044307,5.174810741128991,54.76410630323883,0.4802927707124512
0x9daa04af6eafd1ca40ee14e4aa134fbb124cd977,179,178,178,1.0,23687.54144759777,31030.208835,1,1.0,1.0897978072811714,3.5330821090631543,2.1243163951679382,3.024561439174341,9.443563864884032,0.30337078651685395,1.6867207317693091,-0.37412592953397056,1.0574188140004648,0.055347830344481486,-0.06059637441613481,-0.10308702827499389,1.5954329589659502,-0.1513629840779157,0.3958590446723865,-0.12461120200513214,2.7795451944524068,16.866087914346082,0.18937508734298802
0x9db82c502472d76742fdd69609dfcc6e01327401,173,172,178,0.9664804469273743,131874.13041942197,108252.040889,7,1.0,2.138278041353562,9.435095959610615,1.8391016406297487,3.454825565492502,17.695498973810956,0.5872093023255814,1.7478945631867902,-0.5331918570690999,2.707215248600212,0.14170212247183636,-0.09826662501910821,-0.21291609925992525,1.3321498522845694,-0.41714202795602456,1.5156801577736059,-0.08167083821435034,6.991801142610087,74.85662821092566,0.19252930626327666
0x9dde247817c5da986a189a279cd3b0f405f30730,3,2,112,0.02654867256637168,15238.257517,238.257517,111,56.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
0x9df5b3fe995d329fbcda3981434ab63f2aa7fdd9,61,60,84,0.7176470588235294,8202.899372000002,11.579372,25,1.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
