trader,tier,cluster,cluster_label,weight,dollar_allocation,sharpe,sortino,max_drawdown,win_rate,composite_score
0x4c7d7b58b0da6a7dc7d49f48869318942a0f60cb,satellite,1,pos_skew,0.00014986522785620334,14.986522785620334,2.1038361982517264,4.9938115321316054,-0.2800424942636729,0.5272727272727272,0.5838785046728971
0x4d0984009c62830b9f762514716f2c6b34ea228a,core,1,pos_skew,0.006458002746999266,645.8002746999266,3.8742432784631577,7.907584132516587,-0.07840650658179568,0.449438202247191,0.7647196261682243
0x4e5578a97662a79c07b53e3f1e4731eb9676fb57,core,1,pos_skew,0.005305428648589437,530.5428648589437,3.9919098230080365,8.64797164937773,-0.218732315993218,0.4230769230769231,0.6738317757009347
0x4faf9534f8f029d03561d245b3b442b1c2e14ee2,satellite,1,pos_skew,0.005305428648589437,530.5428648589437,2.5140639124230777,5.096470502527391,-0.48907756402051544,0.42528735632183906,0.49439252336448597
0x4fec34a3ba424b0212df81a9a8023051f67cf3f2,core,1,pos_skew,0.00010490565949934233,10.490565949934233,3.9059751704893984,7.613346550518488,-0.11746740418933017,0.5714285714285714,0.7338785046728972
0x504ec17f392b0aea095a1774146316bbeb464683,satellite,1,pos_skew,0.0018197620264661762,181.97620264661762,2.2920959300023647,2.7536390792414083,-0.241571127048128,0.5224719101123596,0.522196261682243
0x540012097465cf0beb9113a0a28c4484d7c57bdc,core,1,pos_skew,0.005305428648589437,530.5428648589437,6.532116095231461,16.94574950269177,-0.13063929471844052,0.5882352941176471,0.844392523364486
0x565b1c32936bdaa526947178acc95c5b08cfacc4,satellite,1,pos_skew,0.0037138000540126053,371.3800054012605,1.5118560793956206,2.2342414714385495,-0.3077448095421312,0.5112359550561798,0.425
0x56cd86d6ef24a3f51ce6992b7f1db751b0a0276a,satellite,1,pos_skew,1.763149419205446e-05,1.763149419205446,3.02594164772288,4.425650952693106,-0.2827003384309174,0.5403726708074534,0.5670560747663551
0x570b09e27a87f9acbce49f85056745d29b3ee3c6,core,1,pos_skew,0.0018197620264661762,181.97620264661762,4.76854949822621,8.199327261488445,-0.3958692773971127,0.5974025974025974,0.7815420560747663
0x5772e5982a6067830f43cbcddb9d1bb1cbc81657,satellite,1,pos_skew,0.0012738334185263232,127.38334185263233,2.409499366451356,5.440448877155623,-0.22991895474929172,0.43283582089552236,0.5885514018691589
